document	label
하루 7천원인데 학생은 6천원입니다	0
설치는 되어 있는데 아직 사용은 안되세요	0
명함 하나 드릴테니까 오실 때 전화 주세요	0
이 옷 사이즈가 저한테 작을까요?	1
삼성페이도 가능하죠?	1
그런 거는 없어요	0
근데 여기 쌀이 노란데 이거는 뭐예요?	1
네, 모직 코트 라인 수선 가능합니다	0
소하고 돼지하고 다져서 떡갈비처럼 만든 거예요	0
그런거는 색을 다시 갖다 넣어야 하는거라 힘듭니다	0
요것도 삼천원이에요?	1
여기는 몇 시에 문열어요 ?	1
계좌이체 되나요?	1
네 몇 시까지라고 말씀해주시면 가능하세요	0
아마 점심 약이 먹고 나면 좀 졸릴 거에요	0
네 예약명단에 올려드릴게요	0
이 제품이 요즘 인기가 좋아요	0
케이크는 내일 오전 이후에 찾으러 오시면 돼요	0
네 얼마인가요?	1
네, 잠시만 기다려주세요.	0
차는 어디 세워요?	1
토요일 수업은 다른 요일과 다릅니까?	1
현금으로 하면 얼마쯤?	1
아파트 몇 층이에요?	1
이 쿠폰 결제하려고 하는데 그러면 결제가 안 되나요?	1
앞으로도 오를 가능성이 없다는 소린가요?	1
영양은 기본으로 들어가나요?	1
까만 거 있어요	0
여기 진열되어있는 계란말이 두부조림 소고기장조림이에요	0
중학생인데 가방 뭐가 좋을까요?	1
이 제품은 사람들이 많이 쓰기도 하고 가격도 저렴해요	0
며칠 전에 전화해야 하나요?	1
퀵을 저희 가게로 보내시면 준비해서 보내드려요	0
당연히 드라이 해야돼지요?	1
네, 문자로 전송해 드리겠습니다.	0
생일 케이크 좀 보여주세요	1
네 아이스 돌체 라테로 준비해드리겠습니다	0
안에 긴 끈이 있어요	0
한 달에 홈스테이 합쳐서 이백만 원 가량이요	0
체크인 시간은 몇시예요?	1
다음 주 토요일에 예약하고 싶은데요	1
저쪽에 있는 가방들은 전부다 천이네요?	1
네 나이하고 상관 없어요	0
율무차가 다 떨어진 것은데 확인 좀 해주세요	1
중학교 일학년인데 수학도 하나요?	1
네 많이 아프나요?	1
그 신발들은 한 20퍼센트 정도 할인 돼요	0
네. 제로페이 결제 가능해요..	0
아무래도 역세권에서 좀 가까우면 좋을 것 같은데요	1
50프로까지 해드려요	0
그게 미대로 빠지는 경우도 있고 어떤 데는 공대로 빠지는 경우도 있고?	1
저희 사장님한테 여쭤봐야 해요	0
네 들어오세요	0
네, 도넛은 오늘 만든 거예요	0
요즘은 어떤 가방이 많이 나가나요?	1
앞에 조제할 약이 많나요?	1
4시부터 입실돼요	0
글쎄요 다 잘나가는 편이에요	0
오렌지가 아직 제철이 아니라 물건이 좋지는 않아요.	0
네 알겠습니다	0
이 파운데이션 23호까지 나오나요?	1
온라인 예약은 어떻게 하나요?	1
짜장 하나 짬뽕 하나 세트는 얼마인데요?	1
네 지금 옷 수선 가능합니다	0
네 따뜻하게 가능하세요	0
지도교사 쌤이 따로 타시나요?	1
가죽이라고 하시면 물세탁은 물 얼룩이 생겨 하시면 하시면 안 되고, 특수 부위 세탁으로 안에 천이면 그 안 부분만 제거하여 가능합니다	0
셀프예요	0
네 감사합니다	0
카드 돼요?	1
이 책자 안에서만 시키실 수 있습니다	0
네 실온보관 하시면 돼요	0
현금으로 하면 할인 된다던데 카드랑 차이가 많이 나나요?	1
티셔츠 종류 여기 있는 게 다죠?	1
네 초코 소스 보다 더 달은 소스 입니다	0
이 신발 신어봐도 되나요?	1
잠깐 세우고 갖다 주는 건 괜찮겠네?	1
#주소#와 가까운 사무실 매물을 추천해주시겠어요?	1
할인이 되나 싶어서요	1
많이 먹으시면 오인분 정도요	0
바지는 어떤 거 있어요?	1
에그마요라는 건 달걀을 스크램블 한 거예요?	1
주말과 평일 요금이 다른 가요?	1
스틱은 다른 제품도 있는데, 고객님이 많이 건조하다고 하셔서 촉촉한 걸 권유해드린 거예요	0
차 열쇠 드려야 하나요?	1
원래는 27만 원인데 13만 5천 원으로 할인된 거예요	0
코엔자임큐텐이라고 항산화제가 있어요 그걸 같이 드시면 좋아요 	0
스물두평은 금액 어느 정도로 있어야 하나요?	1
위의 것은 9500원이고, 밑의 것은 10500원이에요	0
처음 해보는데 도와주실 수 있나요?	1
이건 얼마예요?	1
네.	0
네 그 매장 맞아요	0
다 되는데 머그컵으로 드셨을 경우에만 리필해 드립니다	0
네 짜장면 하나 탕수육 소짜 하나요	0
네 코트 수선 가능합니다	0
현재 개발계획이 어떻게 되나요?	1
청소년들은 몇 시까지 이용이 가능한가요?	1
고객님께는 퓨처리스트 제품으로 쿨 본 색상이 잘 어울리세요	0
제품A 드시면 될 것 같습니다	0
감자탕용 돼지 등뼈 있나요?	1
사장님 와이파이 되나요?	1
샴푸는 얼마예요?	1
상가주택은 나온 게 없는데요	0
모직으로 이건데요	0
세팅 파마는 하지 않습니다	0
유럽으로 유학가려면 대비반 들어가서 몇 개월 정도 수강해야할까요?	1
케이크는 여기서 만들어요?	1
수학심화반은 주 5일이면 강의시간이 얼마나 됩니까?	1
그러면 맛이 새콤달콤한 7개 만 원짜리로 하세요.	0
1박에 얼마에요?	1
아메리카노 위에 커피 하얀 거 얹는 게 뭐죠?	1
파마가 가능할까요?	1
네, A 케이크는 이만오천원이에요	0
십만원이요	0
조금 자르고 씨컬 파마 할 수 있을까요?	1
네	0
네 체인점입니다	0
결제하고 포인트 적립도 해주시는 건가요?	1
이 앞에 전세 2억 5천만 원 하는 곳 있어요?	1
네 모듬하셔도 되고 특선하셔도 되고 이게 13피스 나오고 이게 15피스 나와요	0
예 한 번 먹어봐요	0
그 옷 면이 아니라 폴리예요	0
as는 언제까지 무상인가요?	1
제가 지금 이빨 치료를 하기 때문에 의사 선생님이 치실 쓰는게 좋다고 하더라고요	1
그건 지금 묶으면 3500원이에요.	0
우리 집은 아침 아홉 시부터 저녁 열 시까지요	0
몇 품까지 따야 가산 점 받을 수 있어요?	1
머리 커트하러 왔는데요	1
요 옷은 얼마예요?	1
가게가 몇 년 정도 됐어요?	1
이 감색 가방은 할인이 되나요?	1
네, 쿠폰 하나 만들어 드릴게요	0
이십삼만 원이고 중등 영어 들어가면 이십칠만 원입니다	0
네, 카드 결제 가능해요	0
21평 월세는 얼마나 하죠?	1
처방전 여기서 되나요?	1
그럼 마당이 없는 집은 얼마 정도나요?	1
체인은 긴 사이즈로도 교체 가능합니다	0
할인하는데 사이즈가 많지는 않아요	0
상가랑 관련된 것들은 전부 정산이 된거죠?	1
남자들 염색은 얼마에요?	1
사당역 근처 오피스텔 월세는 얼마해요?	1
정구지 김치 같은 거는 키로로 받아요?	1
특실은 9명에서 10명 정도 사용할 수 있습니다	0
네, 큰 방으로 드릴게요	0
이 옷 소재가 뭐예요?	1
케이크는 가격이 어떻게 되나요?	1
8시요	0
쉬는 날은 있어요?	1
빵도 냉장 보관 해야 하나요?	1
홈페이지 주소가 잘 못 된것 같은데 다시 알려주실래요?	1
기본적인 상차림을 준비되었으니 5분 안에 나옵니다	0
색상은 어떤 게 있나요?	1
이거는 지금 이 가격에서 할인이 되는 거예요?	1
목이 아플때는 먹는 약 보다는 스프레이형으로 목에 직접 뿌려 답답한 목을 좀 시원하게 해주는 게 좋습니다	0
예, 맞아요.	0
수학 상담을 주로 하시나요?	1
시세는 어떻게 되나요?	1
대지도 이 정도 크기 면 아이들 뛰어놀 수 있는 마당도 충분히 만들 수 있겠어요	1
네 아 그리고 어울릴만한 반지도 같이 보여주실 수 있으신가요?	1
그럼 1시간 충전하면 1시간 더 추가되는 건가요?	1
이게 사이즈가 다 작죠?	1
여기 근처에 atm기 있어요?	1
대량으로 파는 건 그래요	0
몇 시부터 마감하시죠?	1
만 원이요	0
본사에서 또 안내려올까요?	1
블라우스는 없나요?	1
네 고객님	0
네 신세계 상품권으로 팔천칠백 원 결제해드리겠습니다	0
사과 1상자 사시면 귤 2개 서비스로 드릴게요.	0
안티에이징 기능의 에센스를 추천 해드릴게요	0
페이스트리 식빵 하나 잘라주세요	1
언제쯤 연락드려야되죠? 	1
수업은 몇 명씩 하나요 학생들은?	1
이 옷, 저한테 사이즈가 맞을까요?	1
여기 와이파이도 돼요?	1
네, 배달음식 가능해요	0
밖으로 나가서 좌측에 보면 있어요	0
들어가시면 돼요	0
가격은?	1
지금 종류가 어떤 게 있는지 여쭤봐도 돼요?	1
이 시간 때 총 인원이 몇 명이에요?	1
이게 약간 향이 있었어요?	1
아니요 그런데 소장의 가치는 있어요 다시 도금이 가능하니까요	0
체크아웃은 몇 시인 가요?	1
검은색 옷은 얼마예요?	1
네 짐 주시고 이쪽에 앉으세요	0
떡은 두 되 하면 여섯 개 나와요	0
비즈니스 모텔이라서 밥 종류는 아니고 토스트 같은 게 나가요	0
아침 아홉 시 반에서 저녁 아홉 시 반까지 영업해요	0
텔레비전도 있고요?	1
일곱, 여덟, 아홉 판 정도 주문하려면 언제쯤 전화드리면 되지예?	1
저 도장 다 모았는데 나중에 써도 되나요?	1
알겠습니다	0
카드로도 결제가 가능한가요?	1
네 알겠습니다	0
예 후불도 가능합니다	0
이 년 반 정도 해가지고 예고는 좀 늦어요	0
보증금 500에 월세 40입니다	0
네, 17층으로 업그레이드해드릴게요	0
평당 가격이 얼마죠?	1
월요일에 해야해요	0
그 가방은 소가죽 가방이 조금 비싸서, 이십 오만 원이에요	0
네 차 열쇠로 쓰시면 좋아요	0
네, 만들어 놓은 건 여기 있는 게 다예요	0
네 번호 찍어주세요	0
네 5번 테이블로 가세요	0
버섯하고 불고기하고 들어간다 그죠?	1
네 아메리카노 주문받았습니다	0
매물 좀 많이 있습니다	0
오늘 수요일 이니깐 수목 금토 아 토요일까지는 되겠네요	0
수도세랑 전기세는 따로 내야 해요	0
주 1회 하시면 카드로 11만 원이고 현금으로 계좌 이체해주시면 만 원 할인해드려서 10만 원입니다	0
바비큐도 추가로 신청 할 수 있나요?	1
사이즈는 하나고 기본 샷은 두 개가 들어갑니다	0
고구마 식빵하고 통밀 식빵이 있어요	0
10시에 문을 닫아요	0
1박에 14만 원이에요	0
이쪽 거는 세일 얼마나 들어간 거예요?	1
그거는 확실히 몰라요	0
네 수업료는 선불이구요	0
조끼는 얼마예요?	1
조각 케이크 포장되나요?	1
두시 반부터 수업이에요	0
저녁에는요?	1
여기 일요일은 영업 안하나요?	1
조 위에 저 가방은 얼마예요?	1
숙박 한 거 바꾸고 싶은데 될까요?	1
네	0
포인트 되나요?	1
네 주문하신 딸기 스무디와 쿠키 드릴게요	0
네 있습니다	0
스킨 겸 에센스는 화장솜으로 닦아내야 해요?	1
네 따뜻한 라떼는 시럽보다 설탕이낫습니다	0
다 핸드메이드 제품인가요?	1
모의고사 쪼개기가 이번 방학 프로그램이예요?	1
가격은 어떻게 되나요?	1
네, 주차도 가능해요	0
5000원입니다	0
오후 5시 이후에는 중학생이 많이 오구요	0
수선 완료 됐다고 알려주는 건 전화말고 문자로 주실 수 있을까요?	1
프린트 다 하시고 가실 때 한 번에 계산하시면 됩니다	0
애가 한 달 이용할 건데 가격이 얼마예요?	1
천으로 된 거는 해도 되죠?	1
치즈케이크 포장도 해줘요?	1
태권도 학과가 있는 학교는 어디 있는지 아세요?	1
나오는데 5~10분 정도 지금은 얼마 안 걸려요	0
네 그 반도 유보란데 배달 되나요?	1
결제 도와드릴게요	0
여기 혹시 아침세트 메뉴 있나요?	1
네 다 되면 진동벨로 알려드릴게요	0
금액으로 이만 원 넘어야 배달 해드려요	0
김치찜용 돼지갈비 여기 있어요	0
리얼 베리 케이크예요	0
대대 한 시간에 얼마에요?	1
밥 먹을 수 있죠?	1
저희 태권도장은 전단지와 연락처가 있어요	0
당구대가 총 몇 대인 가요?	1
9평에서 10평 정도면 좋겠는데 가격이 문제죠	1
도배나 이런 거는 어떻게 해요?	1
포장해가면 더 저렴한가요?	1
아이들 신발은 이런게 잘 나가요	0
혹시 여기 피시방 영업시간은 어떻게 되세요?	1
형제가 오면 할인이 되나요?	1
귤은 한 박스에 만 원이에요.	0
삼만 원이면 몇 일분인가요?	1
이게 6만 9천원이에요	0
킬로수는 다 똑같아요. 다 5킬로에요	0
2억원 대도 있나요?	1
청바지, 사만원이에요	0
네 머리가 좀 상했네요	0
보증금 2억에 월세 100만 원 정도의 매물이 있을까요?	1
이거는 사이즈 재고 있어요?	1
가래떡 사고 싶은데 더 적게 들어 있는 건 없나요?	1
전세가 잘 빠지는 편인가요?	1
네, 발라 보세요	0
핫초코 파나요?	1
다 잘 나가요	0
아뇨 스케치북, 팔레트, 물감 종류는 학원에 있는 거 다 드립니다	0
저희 신제품으로 보여드릴게요	0
저쪽에 보이는 토지 공시지가가 얼마죠? 	1
딸기가 제일 싱싱합니다.	0
20만 원입니다	0
일단은 손님 보시고 괜찮으시면 연락주세요	0
예예	0
흡연실은 지금 자리가 없어요	0
숙제나 보충수업 같은 자습을 합니다	0
오전 열 시요	0
여기 단백질 케어 있는데 이거 앰플 해서 하면 얼마 추가되나요?	1
아파트 매물 작은 평수는 얼마나 하나요?	1
네 맞습니다	0
작년에 주변 개발된다는 소식에 올랐다가 확 떨어졌어요	0
여덟조각이라 좀 많긴 해요	0
같은 디자인은 없고 비슷한 것으로 보여드릴게요	0
혹시 봉투값 따로 받으시나요?	1
김밥 먹으면 국물 줘요?	1
컵 사이즈는 몇 종류가 있어요?	1
국제식 대대와 포켓볼은 10분에 1700원이에요	0
영업은 저녁에 몇 시까지 하시나요?	1
꼭 그렇지 않습니다	0
회원가입을 해야지만 이용이 가능한가요?	1
흡연실 이런거 구비되어 있나요?	1
네 있습니다	0
베리 케이크는 블루베리랑 라즈베리 같이 준비해드립니다	0
바다가 보이는 전망인가요?	1
냉장고에 얼마나 보관할 수 있어요?	1
몇 시까지 하시는데요?	1
음식물은 어떻게 하죠?	1
물티슈 여기 있습니다	0
짐이 많은데 혹시 맡겨주실 수 있나요?	1
감기약은 비타민제 상관없이 드셔도 되요	0
전 달기만 한 것보다 신맛이 강한 걸 좋아해요	1
저희는 방이 있다 하면 다 잡는 거죠	0
레귤러와 라지가 있습니다	0
현금으로 하면 좀 깎아주시나요?	1
숙성이 된 상태라 고기는 매우 부드럽습니다	0
기장 추가 있나요?	1
잠바 돋바죠	0
콜라 사이다 전부 1500이요	0
추천 제품으로는 메가트로포커스가 괜찮고,아니면 청소년들 먹는 종합비타민도 있습니다	0
네 공을 곧 가져가겠습니다	0
서른네 평은 얼마 정도에요?	1
줄넘기도 적혀있던데 줄넘기도 하나요?	1
네	0
네 이용하다 궁금한 거는 채팅으로 물어보세요	0
현재 저 포함해서 3분 계세요	0
